id;isbn;name;author;publishing;year;language;pageCount;price;difficulty;wordCount;level;genre1;genre2;accessories
MAR-IT-0022;80-251-0013-8;Velká kniha digitální fotografie;Petr Linder, Miroslav Myška, Tomáš Tùma;Computer Press;2003;Èeština;272;299 Kè;-;;;Grafika;;
MAR-IT-0023;978-80-251-3748-2;Java 7 - Vıukovı kurz;Herbert Schildt;Computer Press;2012;Èeština;664;;-;;;Programování;;
MAR-IT-0024;978-80-88168-39-3;Porty, bajty, osmibity;Martin Malı;CZ. NIC;2019;Èeština;384;;-;;;Hardware;Elektrotechnika;
MAR-IT-0025;80-247-0273-8;Velkı prùvodce HARDWAREM;Mark Minasi;Grada;2002;Èeština;763;;-;;;Hardware;;
MAR-IT-0026;978-80-251-2966-1;Grafickı design: Formát;Gavin Ambrose/ Paul Harris;Computer Press a.s.;2011;Èeština;176;;-;;;Grafika;;
MAR-IT-0027;978-80-251-1741-5;Hardware - Uèebnice pro pokroèilé;Jaroslav Horák;Computer Press a.s.;2007;Èeština;360;349 Kè;-;;;Hardware;;
MAR-IT-0028;978-80-905802-6-8;Ponoøme se do HTML5;Mark Pilgrim;CZ.NIC;2011;Èeština;278;;-;;;Programování;Web;
MAR-IT-0029;978-80-88168-43-0;IPv6 - Internetovı protokol verze 6;Pavel Satrapa;CZ.NIC;2019;Èeština;460;;-;;;Sítì;;
MAR-IT-0030;978-80-904248-6-9;Buï pánem svého prostoru;Linda McCarthy;CZ.NIC;;Èeština;316;;-;;;Bezpeènost;;
MAR-IT-0031;978-80-251-3539-6;HTML 5 programujeme moderní webové aplikace;Peter Lubbers, Brian Albers, Frank Salim ;Computer Press;2011;Èeština;304;;-;;;Programování ;Web;
MAR-IT-0032;978-80-251-3338-5;Návrhové vzory v PHP;Marian Böhmer;Computer Press;2012;Èeština;320;424 Kè;-;;;Programování ;Web;
MAR-IT-0033;978-80-251-3763-5;Vytváøíme mobilní web a aplikace ;Earle Castledine, Myles Eftos, Max Wheeler ;Computer Press;2013;Èeština;288;;-;;;Programování;Web;
MAR-IT-0034;80-251-1199-7;Databáze bez pøedchozích znalostí ;Andrew Oppel ;Computer Press;2006;Èeština;319;297 Kè;-;;;Databáze;;
MAR-IT-0035;80-86815-04-8;Poèítaèové viry analıza útoku a obrana ;Peter Szor ;Zoner Press ;2006;Èeština;608;;-;;;Software ;;
MAR-IT-0036;978-80-251-2968-5;Tisk a dokonèovací práce: Grafickı design;Gavin Ambrose, Paul Harris;Computer Press;2011;Èeština;176;449 Kè;-;;;Grafika;;
MAR-IT-0037;978-80-251-3245-6;Designové myšlení: Grafickı design;Gavin Ambrose, Paul Harris;Computer Press;2011;Èeština;192;499 Kè;-;;;Grafika;;
MAR-IT-0038;978-80-251-3151-0;Logo: Nápad, návrh, realizace;Airey, David;Computer Press;2010;Èeština;216;397 Kè;-;;;Grafika;;
MAR-IT-0039;978-80-904248-8-3;Zodpovìdnos na internete: pod¾a èeského a slovenského práva;Martin Husovec;CZ.NIC;2014;Slovenština;234;199 Kè;-;;;Bezpeènost;;
MAR-IT-0040;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0041;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0042;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0043;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0044;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0045;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0046;978-80-7232-383-8;Uèebnice Jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0047;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0048;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0049;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0050;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0051;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0052;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0053;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0054;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0055;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0056;978-80-7232-383-8;Uèebnice jazyka C;Pavel Herout;Kopp;2018;Èeština;280;299 Kè;-;;;Programování;;
MAR-IT-0057;978-80-7232-367-8;Uèebnice Jazyka C 2.díl;Pavel Herout;Kopp;2018;Èeština;180;189 Kè;-;;;Programování;;
MAR-IT-0058;978-80-7232-367-8;Uèebnice Jazyka C 2.díl;Pavel Herout;Kopp;2018;Èeština;180;189 Kè;-;;;Programování;;
MAR-IT-0059;978-80-7232-367-8;Uèebnice Jazyka C 2.díl;Pavel Herout;Kopp;2018;Èeština;180;189 Kè;-;;;Programování;;
MAR-IT-0060;978-80-87106-93-8;Prùvodce svìtem arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2015;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0061;978-80-87106-93-8;Prùvodce svìtem arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2015;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0062;978-80-87106-93-8;Prùvodce svìtem arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2015;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0063;978-80-87106-93-8;Prùvodce svìtem arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2015;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0064;978-80-87106-93-8;Prùvodce svìtem arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2015;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0065;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0066;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0067;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0068;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0069;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0070;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0071;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0072;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
MAR-IT-0073;978-80-87106-93-8;Prùvodce svìtem Arduina;Zbyšek Voda, Oldøich Horáèek;Nakladatelství Martin Støí;2017;Èeština;240;;-;;;Programování;Elektrotechnika;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
